"ID","Type","Vulnerable","VulnWeight","VulnTot","Criminal","CrimWeight","CrimTot","Suspicious","SuspWeight","SuspTot","DetainState","IgnoreHistory","DetainHistory","TypeW"
219,2,0.62,0,0.62,0.354715352892186,0,0.354715352892186,0.467783076102705,0,0.467783076102705,"047",0,0,"Target"
220,1,0.42,0,0.42,0.411198011334721,0,0.411198011334721,0.448400904856314,0,0.448400904856314,"045",0,0,"Not Target"
221,1,0.86,0,0.86,0.642039726200462,0,0.642039726200462,0.477180938894976,0,0.477180938894976,"048",0,0,"Not Target"
222,1,0.42,0,0.42,0.563782946769861,0,0.563782946769861,0.491868842215474,0,0.491868842215474,"049",0,0,"Not Target"
223,1,0.18,0,0.18,0.514412132935151,0,0.514412132935151,0.508923032329058,0,0.508923032329058,"051",0,0,"Not Target"
224,2,0.19,0,0.19,0.479778931581401,0,0.479778931581401,0.44550307338363,0,0.44550307338363,"045",0,0,"Target"
225,2,0.21,0,0.21,0.50115935611129,0,0.50115935611129,0.4096020528932,0,0.4096020528932,"041",0,0,"Target"
226,1,0.47,0,0.47,0.391557772419463,0,0.391557772419463,0.60550885462575,0,0.60550885462575,"061",0,0,"Not Target"
227,1,0.68,0,0.68,0.501743595158429,0,0.501743595158429,0.511159583855477,0,0.511159583855477,"051",0,0,"Not Target"
228,1,0.75,0,0.75,0.497637078114158,0,0.497637078114158,0.639471456328125,0,0.639471456328125,"064",0,0,"Not Target"
229,1,0.43,0,0.43,0.382339161518337,0,0.382339161518337,0.371802331902755,0,0.371802331902755,"037",0,0,"Not Target"
230,1,0.25,0,0.25,0.503359316508744,0,0.503359316508744,0.635660466947851,0,0.635660466947851,"064",0,0,"Not Target"
231,1,0.7,0,0.7,0.619718965977276,0,0.619718965977276,0.421477212075944,0,0.421477212075944,"042",0,0,"Not Target"
232,1,0.33,0,0.33,0.509530477773396,0,0.509530477773396,0.357283504768718,0,0.357283504768718,"036",0,0,"Not Target"
233,1,0.59,0,0.59,0.479101619858544,0,0.479101619858544,0.553839435562615,0,0.553839435562615,"055",0,0,"Not Target"
234,2,0.76,0,0.76,0.658962315728963,0,0.658962315728963,0.406343131776219,0,0.406343131776219,"041",0,0,"Target"
235,1,0.05,0,0.05,0.392804672620042,0,0.392804672620042,0.429996678338838,0,0.429996678338838,"043",0,0,"Not Target"
236,1,0.4,0,0.4,0.620410217821333,0,0.620410217821333,0.436975142012192,0,0.436975142012192,"044",0,0,"Not Target"
237,2,0.02,0,0.02,0.382713991942365,0,0.382713991942365,0.485644183075057,0,0.485644183075057,"049",0,0,"Target"
238,2,0.75,0,0.75,0.623158289167515,0,0.623158289167515,0.46449213226135,0,0.46449213226135,"046",0,0,"Target"
239,1,0.18,0,0.18,0.684050007816837,0,0.684050007816837,0.356047467802326,0,0.356047467802326,"036",0,0,"Not Target"
240,2,0.86,0,0.86,0.45358512002138,0,0.45358512002138,0.548269521222994,0,0.548269521222994,"055",0,0,"Target"
241,1,0.26,0,0.26,0.518255003463793,0,0.518255003463793,0.286695522405956,0,0.286695522405956,"029",0,0,"Not Target"
242,2,0.8,0,0.8,0.37148319002441,0,0.37148319002441,0.627066688896911,0,0.627066688896911,"063",0,0,"Target"
243,2,0.5,0,0.5,0.627712876976589,0,0.627712876976589,0.44392616401954,0,0.44392616401954,"044",0,0,"Target"
244,1,0.69,0,0.69,0.663467409488621,0,0.663467409488621,0.441734493367215,0,0.441734493367215,"044",0,0,"Not Target"
245,2,0.08,0,0.08,0.670361393630358,0,0.670361393630358,0.52104849697817,0,0.52104849697817,"052",0,0,"Target"
246,2,0.71,0,0.71,0.655291769621808,0,0.655291769621808,0.666013293410783,0,0.666013293410783,"067",0,0,"Target"
247,2,0.21,0,0.21,0.437160038089007,0,0.437160038089007,0.597875317808994,0,0.597875317808994,"060",0,0,"Target"
248,1,0.72,0,0.72,0.429293659151784,0,0.429293659151784,0.523437336142956,0,0.523437336142956,"052",0,0,"Not Target"
249,1,0.39,0,0.39,0.56557172902605,0,0.56557172902605,0.42251800372354,0,0.42251800372354,"042",0,0,"Not Target"
250,1,0.01,0,0.01,0.648602512213433,0,0.648602512213433,0.473238632997709,0,0.473238632997709,"047",0,0,"Not Target"
251,1,0.85,0,0.85,0.481379106110869,0,0.481379106110869,0.600754268668456,0,0.600754268668456,"060",0,0,"Not Target"
252,2,0.21,0,0.21,0.424722218700047,0,0.424722218700047,0.442953169423779,0,0.442953169423779,"044",0,0,"Target"
253,2,0.83,0,0.83,0.334195663522785,0,0.334195663522785,0.534015147468674,0,0.534015147468674,"053",0,0,"Target"
254,1,0.38,0,0.38,0.753633631329974,0,0.753633631329974,0.498072957135803,0,0.498072957135803,"050",0,0,"Not Target"
255,1,0.46,0,0.46,0.564172217667433,0,0.564172217667433,0.457251844192788,0,0.457251844192788,"046",0,0,"Not Target"
256,2,0.78,0,0.78,0.405380620401796,0,0.405380620401796,0.450825616603304,0,0.450825616603304,"045",0,0,"Target"
257,2,0.63,0,0.63,0.340528371562506,0,0.340528371562506,0.513275188932396,0,0.513275188932396,"051",0,0,"Target"
258,1,0.16,0,0.16,0.511724415975149,0,0.511724415975149,0.524737071739111,0,0.524737071739111,"052",0,0,"Not Target"
259,1,0.25,0,0.25,0.627610656160062,0,0.627610656160062,0.48621724172459,0,0.48621724172459,"049",0,0,"Not Target"
260,1,0.26,0,0.26,0.549675275794418,0,0.549675275794418,0.369125341069995,0,0.369125341069995,"037",0,0,"Not Target"
261,2,0.36,0,0.36,0.597517890064679,0,0.597517890064679,0.577092178920908,0,0.577092178920908,"058",0,0,"Target"
262,1,0.67,0,0.67,0.60385126574285,0,0.60385126574285,0.407825432145429,0,0.407825432145429,"041",0,0,"Not Target"
263,1,0.72,0,0.72,0.435304896271347,0,0.435304896271347,0.403511282975687,0,0.403511282975687,"040",0,0,"Not Target"
264,2,0.06,0,0.06,0.358535716926134,0,0.358535716926134,0.558921699697137,0,0.558921699697137,"056",0,0,"Target"
265,1,0.14,0,0.14,0.549203460420724,0,0.549203460420724,0.476789284324908,0,0.476789284324908,"048",0,0,"Not Target"
266,1,0.05,0,0.05,0.518582675495813,0,0.518582675495813,0.467034243547149,0,0.467034243547149,"047",0,0,"Not Target"
267,1,0.94,0,0.94,0.523280899650756,0,0.523280899650756,0.579154883119793,0,0.579154883119793,"058",0,0,"Not Target"
268,1,1,0,1,0.652010392936052,0,0.652010392936052,0.495563944155718,0,0.495563944155718,"050",0,0,"Not Target"
269,2,0.6,0,0.6,0.483168242303193,0,0.483168242303193,0.583959637009074,0,0.583959637009074,"058",0,0,"Target"
270,1,0.37,0,0.37,0.417595777413857,0,0.417595777413857,0.387127918704665,0,0.387127918704665,"039",0,0,"Not Target"
271,1,0.7,0,0.7,0.796941391118922,0,0.796941391118922,0.500835778637547,0,0.500835778637547,"050",0,0,"Not Target"
272,1,0.38,0,0.38,0.426393782410069,0,0.426393782410069,0.499237298629809,0,0.499237298629809,"050",0,0,"Not Target"
273,1,0.08,0,0.08,0.597619475212154,0,0.597619475212154,0.527214288607741,0,0.527214288607741,"053",0,0,"Not Target"
274,2,0.01,0,0.01,0.507123831296124,0,0.507123831296124,0.379377195283394,0,0.379377195283394,"038",0,0,"Target"
275,2,0.56,0,0.56,0.545960310007211,0,0.545960310007211,0.409032095419718,0,0.409032095419718,"041",0,0,"Target"
276,1,0.26,0,0.26,0.589163276364716,0,0.589163276364716,0.499908695307827,0,0.499908695307827,"050",0,0,"Not Target"
277,2,0.65,0,0.65,0.484331266879825,0,0.484331266879825,0.407989530401369,0,0.407989530401369,"041",0,0,"Target"
278,1,0.31,0,0.31,0.446494139031831,0,0.446494139031831,0.495399667179092,0,0.495399667179092,"050",0,0,"Not Target"
279,2,0.83,0,0.83,0.444918350355933,0,0.444918350355933,0.521814785003543,0,0.521814785003543,"052",0,0,"Target"
280,1,0.07,0,0.07,0.469077909528118,0,0.469077909528118,0.420028294145309,0,0.420028294145309,"042",0,0,"Not Target"
281,2,0.45,0,0.45,0.63316022684445,0,0.63316022684445,0.521947510177776,0,0.521947510177776,"052",0,0,"Target"
282,1,0.06,0,0.06,0.443273875726787,0,0.443273875726787,0.351070651734256,0,0.351070651734256,"035",0,0,"Not Target"
283,1,0.15,0,0.15,0.298382128881094,0,0.298382128881094,0.448363954418522,0,0.448363954418522,"045",0,0,"Not Target"
284,1,0.75,0,0.75,0.379226516412136,0,0.379226516412136,0.430472655816788,0,0.430472655816788,"043",0,0,"Not Target"
285,1,0.22,0,0.22,0.497008588527852,0,0.497008588527852,0.498862931354316,0,0.498862931354316,"050",0,0,"Not Target"
286,2,0.07,0,0.07,0.354581802263442,0,0.354581802263442,0.482479397620353,0,0.482479397620353,"048",0,0,"Target"
287,1,0.22,0,0.22,0.295721474001713,0,0.295721474001713,0.437280600680577,0,0.437280600680577,"044",0,0,"Not Target"
288,1,0.22,0,0.22,0.53249984330368,0,0.53249984330368,0.496051784457882,0,0.496051784457882,"050",0,0,"Not Target"
289,1,0.69,0,0.69,0.624052519645086,0,0.624052519645086,0.44605905463235,0,0.44605905463235,"045",0,0,"Not Target"
290,1,0.97,0,0.97,0.479214997476697,0,0.479214997476697,0.35527215350582,0,0.35527215350582,"036",0,0,"Not Target"
291,2,0.05,0,0.05,0.410798948575259,0,0.410798948575259,0.563910543086224,0,0.563910543086224,"056",0,0,"Target"
292,2,0.22,0,0.22,0.544067173896714,0,0.544067173896714,0.421857789694912,0,0.421857789694912,"042",0,0,"Target"
293,2,0.88,0,0.88,0.402753162718198,0,0.402753162718198,0.592974548665288,0,0.592974548665288,"059",0,0,"Target"
294,2,1,0,1,0.615574743146448,0,0.615574743146448,0.78139789223124,0,0.78139789223124,"078",0,0,"Target"
295,2,0.56,0,0.56,0.526081237653522,0,0.526081237653522,0.427969245032073,0,0.427969245032073,"043",0,0,"Target"
296,1,0.33,0,0.33,0.521612372667167,0,0.521612372667167,0.482779991297629,0,0.482779991297629,"048",0,0,"Not Target"
297,2,0.01,0,0.01,0.370067098939277,0,0.370067098939277,0.327179487933067,0,0.327179487933067,"033",0,0,"Target"
298,1,0.92,0,0.92,0.49614200678189,0,0.49614200678189,0.523227365368168,0,0.523227365368168,"052",0,0,"Not Target"
299,2,0.51,0,0.51,0.488373870606293,0,0.488373870606293,0.462201688873143,0,0.462201688873143,"046",0,0,"Target"
300,1,0.61,0,0.61,0.494046094116125,0,0.494046094116125,0.42486369189936,0,0.42486369189936,"042",0,0,"Not Target"
301,1,0.78,0,0.78,0.427340881678803,0,0.427340881678803,0.512470592290882,0,0.512470592290882,"051",0,0,"Not Target"
302,1,0.78,0,0.78,0.619176625030826,0,0.619176625030826,0.452237292587519,0,0.452237292587519,"045",0,0,"Not Target"
303,1,0.34,0,0.34,0.667357655564172,0,0.667357655564172,0.490146905573261,0,0.490146905573261,"049",0,0,"Not Target"
304,2,0.18,0,0.18,0.41250921866428,0,0.41250921866428,0.663596678735121,0,0.663596678735121,"066",0,0,"Target"
305,2,0.75,0,0.75,0.62005969566102,0,0.62005969566102,0.497085012338304,0,0.497085012338304,"050",0,0,"Target"
306,2,0.67,0,0.67,0.536644809296949,0,0.536644809296949,0.474593816818596,0,0.474593816818596,"047",0,0,"Target"
307,1,0.7,0,0.7,0.543516784124325,0,0.543516784124325,0.447520606326025,0,0.447520606326025,"045",0,0,"Not Target"
308,2,0.14,0,0.14,0.389306794035632,0,0.389306794035632,0.537688622958597,0,0.537688622958597,"054",0,0,"Target"
309,1,0.49,0,0.49,0.447728697974718,0,0.447728697974718,0.333782621967359,0,0.333782621967359,"033",0,0,"Not Target"
310,1,0.5,0,0.5,0.716530778799481,0,0.716530778799481,0.412889692634869,0,0.412889692634869,"041",0,0,"Not Target"
311,2,0.35,0,0.35,0.465930563597638,0,0.465930563597638,0.503120861934015,0,0.503120861934015,"050",0,0,"Target"
312,2,0.82,0,0.82,0.562283597378942,0,0.562283597378942,0.620116218618382,0,0.620116218618382,"062",0,0,"Target"
313,1,0.63,0,0.63,0.557205536310171,0,0.557205536310171,0.417966215736785,0,0.417966215736785,"042",0,0,"Not Target"
314,1,0.21,0,0.21,0.594067792914676,0,0.594067792914676,0.351643163880993,0,0.351643163880993,"035",0,0,"Not Target"
315,1,0.86,0,0.86,0.391854060859678,0,0.391854060859678,0.506654228487465,0,0.506654228487465,"051",0,0,"Not Target"
316,2,0.6,0,0.6,0.663940654448721,0,0.663940654448721,0.43763351998854,0,0.43763351998854,"044",0,0,"Target"
317,1,0.16,0,0.16,0.53861613751171,0,0.53861613751171,0.424255575281301,0,0.424255575281301,"042",0,0,"Not Target"
318,1,0.22,0,0.22,0.405041203072122,0,0.405041203072122,0.429799302525604,0,0.429799302525604,"043",0,0,"Not Target"
319,1,0.77,0,0.77,0.464471885622171,0,0.464471885622171,0.420908821873585,0,0.420908821873585,"042",0,0,"Not Target"
320,1,0.79,0,0.79,0.435191891511623,0,0.435191891511623,0.408426057979255,0,0.408426057979255,"041",0,0,"Not Target"
321,1,0.62,0,0.62,0.470380531307333,0,0.470380531307333,0.381109814774413,0,0.381109814774413,"038",0,0,"Not Target"
322,1,0.51,0,0.51,0.557990175419863,0,0.557990175419863,0.554552191793422,0,0.554552191793422,"055",0,0,"Not Target"
323,2,0.95,0,0.95,0.389061475318393,0,0.389061475318393,0.567039996675219,0,0.567039996675219,"057",0,0,"Target"
324,2,0.61,0,0.61,0.421171331997477,0,0.421171331997477,0.579043133541747,0,0.579043133541747,"058",0,0,"Target"
325,1,0.9,0,0.9,0.867314662624193,0,0.867314662624193,0.50755180879133,0,0.50755180879133,"051",0,0,"Not Target"
326,1,0.66,0,0.66,0.719075737277971,0,0.719075737277971,0.486431457715071,0,0.486431457715071,"049",0,0,"Not Target"
327,1,0.46,0,0.46,0.420735446104777,0,0.420735446104777,0.454609242620942,0,0.454609242620942,"045",0,0,"Not Target"
328,2,0.27,0,0.27,0.433986605695161,0,0.433986605695161,0.491925182393217,0,0.491925182393217,"049",0,0,"Target"
329,1,0.8,0,0.8,0.409105275446867,0,0.409105275446867,0.405553197110035,0,0.405553197110035,"041",0,0,"Not Target"
330,1,0.08,0,0.08,0.744362831708786,0,0.744362831708786,0.486091802686524,0,0.486091802686524,"049",0,0,"Not Target"
331,2,0.08,0,0.08,0.585610480315146,0,0.585610480315146,0.442122194954899,0,0.442122194954899,"044",0,0,"Target"
332,1,0.42,0,0.42,0.504521591521234,0,0.504521591521234,0.404468425598961,0,0.404468425598961,"040",0,0,"Not Target"
333,2,0.65,0,0.65,0.483534526859417,0,0.483534526859417,0.511036261661268,0,0.511036261661268,"051",0,0,"Target"
334,1,0.64,0,0.64,0.480411192392261,0,0.480411192392261,0.441800529868314,0,0.441800529868314,"044",0,0,"Not Target"
335,2,0.93,0,0.93,0.364836423501634,0,0.364836423501634,0.567613375872957,0,0.567613375872957,"057",0,0,"Target"
336,1,0.58,0,0.58,0.600797783154454,0,0.600797783154454,0.443486953338035,0,0.443486953338035,"044",0,0,"Not Target"
337,1,0.34,0,0.34,0.489903660527241,0,0.489903660527241,0.486769729698131,0,0.486769729698131,"049",0,0,"Not Target"
338,1,0.87,0,0.87,0.554339616047528,0,0.554339616047528,0.469888851542202,0,0.469888851542202,"047",0,0,"Not Target"
339,1,0.95,0,0.95,0.645282033015843,0,0.645282033015843,0.396816701244112,0,0.396816701244112,"040",0,0,"Not Target"
340,2,0.18,0,0.18,0.782211972482751,0,0.782211972482751,0.540496302841762,0,0.540496302841762,"054",0,0,"Target"
341,2,0.55,0,0.55,0.401540055671443,0,0.401540055671443,0.44676549884006,0,0.44676549884006,"045",0,0,"Target"
342,1,0.66,0,0.66,0.533569795413605,0,0.533569795413605,0.435165612958355,0,0.435165612958355,"044",0,0,"Not Target"
343,1,0.86,0,0.86,0.492931038409363,0,0.492931038409363,0.455744794614604,0,0.455744794614604,"046",0,0,"Not Target"
344,1,0.11,0,0.11,0.687843282951108,0,0.687843282951108,0.519796037151882,0,0.519796037151882,"052",0,0,"Not Target"
345,1,0.02,0,0.02,0.464999575259065,0,0.464999575259065,0.505956546142901,0,0.505956546142901,"051",0,0,"Not Target"
346,1,0.23,0,0.23,0.470868221078221,0,0.470868221078221,0.353248454374938,0,0.353248454374938,"035",0,0,"Not Target"
347,2,0.93,0,0.93,0.569671874238145,0,0.569671874238145,0.405507195333679,0,0.405507195333679,"041",0,0,"Target"
348,1,0.96,0,0.96,0.431122542336132,0,0.431122542336132,0.419696743610344,0,0.419696743610344,"042",0,0,"Not Target"
349,1,0.77,0,0.77,0.564679544174185,0,0.564679544174185,0.542054692071769,0,0.542054692071769,"054",0,0,"Not Target"
350,1,0.98,0,0.98,0.481687656108684,0,0.481687656108684,0.541799683241845,0,0.541799683241845,"054",0,0,"Not Target"
351,1,0.79,0,0.79,0.390275109099749,0,0.390275109099749,0.278398853882856,0,0.278398853882856,"028",0,0,"Not Target"
352,1,0.84,0,0.84,0.444152921962074,0,0.444152921962074,0.44243891444798,0,0.44243891444798,"044",0,0,"Not Target"
353,1,0.93,0,0.93,0.598956493512498,0,0.598956493512498,0.396311054770159,0,0.396311054770159,"040",0,0,"Not Target"
354,1,0.37,0,0.37,0.397611492920909,0,0.397611492920909,0.531228573670127,0,0.531228573670127,"053",0,0,"Not Target"
355,1,0.13,0,0.13,0.591960762080139,0,0.591960762080139,0.424957744229002,0,0.424957744229002,"042",0,0,"Not Target"
356,2,0.17,0,0.17,0.584548569641905,0,0.584548569641905,0.441098230851667,0,0.441098230851667,"044",0,0,"Target"
357,1,0.89,0,0.89,0.367332382164656,0,0.367332382164656,0.567977293511139,0,0.567977293511139,"057",0,0,"Not Target"
358,2,0.7,0,0.7,0.460367939497965,0,0.460367939497965,0.47974403332245,0,0.47974403332245,"048",0,0,"Target"
359,1,0.4,0,0.4,0.579181482321464,0,0.579181482321464,0.507384703752134,0,0.507384703752134,"051",0,0,"Not Target"
360,1,0.29,0,0.29,0.610054221869616,0,0.610054221869616,0.5155915626486,0,0.5155915626486,"052",0,0,"Not Target"
361,2,0.1,0,0.1,0.511040303388167,0,0.511040303388167,0.498501470481247,0,0.498501470481247,"050",0,0,"Target"
362,1,0.87,0,0.87,0.861725930061018,0,0.861725930061018,0.42661669665603,0,0.42661669665603,"043",0,0,"Not Target"
363,1,0.47,0,0.47,0.497986968219916,0,0.497986968219916,0.414220416510599,0,0.414220416510599,"041",0,0,"Not Target"
364,2,0.96,0,0.96,0.430657817413643,0,0.430657817413643,0.491756704904352,0,0.491756704904352,"049",0,0,"Target"
365,2,0.33,0,0.33,0.404571707296571,0,0.404571707296571,0.69896291281488,0,0.69896291281488,"070",0,0,"Target"
366,1,0.57,0,0.57,0.537787885553535,0,0.537787885553535,0.468186281263804,0,0.468186281263804,"047",0,0,"Not Target"
367,1,0.39,0,0.39,0.458715548258066,0,0.458715548258066,0.501598133143627,0,0.501598133143627,"050",0,0,"Not Target"
368,1,0.41,0,0.41,0.639528333874592,0,0.639528333874592,0.506377133471988,0,0.506377133471988,"051",0,0,"Not Target"
369,1,0.43,0,0.43,0.443531071202958,0,0.443531071202958,0.356826384199272,0,0.356826384199272,"036",0,0,"Not Target"
370,2,0.17,0,0.17,0.652360288254485,0,0.652360288254485,0.421588771769869,0,0.421588771769869,"042",0,0,"Target"
371,1,0.06,0,0.06,0.422403886201757,0,0.422403886201757,0.358481581921013,0,0.358481581921013,"036",0,0,"Not Target"
372,1,0.46,0,0.46,0.4975951585657,0,0.4975951585657,0.439192601329814,0,0.439192601329814,"044",0,0,"Not Target"
373,1,0.92,0,0.92,0.38809432611433,0,0.38809432611433,0.55849916174776,0,0.55849916174776,"056",0,0,"Not Target"
374,2,0.78,0,0.78,0.577990485519408,0,0.577990485519408,0.439576866490018,0,0.439576866490018,"044",0,0,"Target"
375,1,0.54,0,0.54,0.520145169145613,0,0.520145169145613,0.620094670498494,0,0.620094670498494,"062",0,0,"Not Target"
376,1,0.23,0,0.23,0.585935309933862,0,0.585935309933862,0.396353337123419,0,0.396353337123419,"040",0,0,"Not Target"
377,2,0.83,0,0.83,0.499406560447587,0,0.499406560447587,0.466388386635272,0,0.466388386635272,"047",0,0,"Target"
378,1,0.27,0,0.27,0.495291107644523,0,0.495291107644523,0.373496640448747,0,0.373496640448747,"037",0,0,"Not Target"
379,1,0.74,0,0.74,0.612038239432873,0,0.612038239432873,0.634825060073172,0,0.634825060073172,"063",0,0,"Not Target"
380,1,0.92,0,0.92,0.46049526988568,0,0.46049526988568,0.421860690959874,0,0.421860690959874,"042",0,0,"Not Target"
381,2,0.69,0,0.69,0.44845047977586,0,0.44845047977586,0.626795623268393,0,0.626795623268393,"063",0,0,"Target"
382,1,0.68,0,0.68,0.433761881246779,0,0.433761881246779,0.473111892081228,0,0.473111892081228,"047",0,0,"Not Target"
383,1,0.25,0,0.25,0.573114513989502,0,0.573114513989502,0.433228744790665,0,0.433228744790665,"043",0,0,"Not Target"
384,2,0.33,0,0.33,0.681168671598776,0,0.681168671598776,0.578931579513677,0,0.578931579513677,"058",0,0,"Target"
385,2,0.89,0,0.89,0.553423349158378,0,0.553423349158378,0.464789554475583,0,0.464789554475583,"046",0,0,"Target"
386,1,0.19,0,0.19,0.491202662913739,0,0.491202662913739,0.446212892262975,0,0.446212892262975,"045",0,0,"Not Target"
387,1,0.3,0,0.3,0.640760937287565,0,0.640760937287565,0.455988426280748,0,0.455988426280748,"046",0,0,"Not Target"
388,2,0.8,0,0.8,0.429251956274565,0,0.429251956274565,0.462983608659836,0,0.462983608659836,"046",0,0,"Target"
389,1,0.92,0,0.92,0.61066489769853,0,0.61066489769853,0.467201617713167,0,0.467201617713167,"047",0,0,"Not Target"
390,1,0.57,0,0.57,0.510331304403049,0,0.510331304403049,0.351206322726062,0,0.351206322726062,"035",0,0,"Not Target"
391,1,0.66,0,0.66,0.538466180481496,0,0.538466180481496,0.409077689465736,0,0.409077689465736,"041",0,0,"Not Target"
392,2,0.16,0,0.16,0.389350036972736,0,0.389350036972736,0.557693480693834,0,0.557693480693834,"056",0,0,"Target"
393,2,0.22,0,0.22,0.431079020737663,0,0.431079020737663,0.492444753658289,0,0.492444753658289,"049",0,0,"Target"
394,1,0.14,0,0.14,0.544197382915299,0,0.544197382915299,0.4249567602039,0,0.4249567602039,"042",0,0,"Not Target"
395,2,0.55,0,0.55,0.520365172544599,0,0.520365172544599,0.589157799576301,0,0.589157799576301,"059",0,0,"Target"
396,1,0.75,0,0.75,0.474963588756128,0,0.474963588756128,0.414384233168249,0,0.414384233168249,"041",0,0,"Not Target"
397,2,0.9,0,0.9,0.492922439381897,0,0.492922439381897,0.369855572535378,0,0.369855572535378,"037",0,0,"Target"
398,1,0.72,0,0.72,0.464746172926048,0,0.464746172926048,0.437678280219096,0,0.437678280219096,"044",0,0,"Not Target"
399,2,0.97,0,0.97,0.436031457845951,0,0.436031457845951,0.532813605686866,0,0.532813605686866,"053",0,0,"Target"
400,2,0.84,0,0.84,0.433420180802431,0,0.433420180802431,0.558838707699706,0,0.558838707699706,"056",0,0,"Target"
401,1,0.34,0,0.34,0.496527052875833,0,0.496527052875833,0.363988489103779,0,0.363988489103779,"036",0,0,"Not Target"
402,1,0.79,0,0.79,0.58433428479655,0,0.58433428479655,0.446410905315719,0,0.446410905315719,"045",0,0,"Not Target"
403,2,0.38,0,0.38,0.540789724557855,0,0.540789724557855,0.597277619280086,0,0.597277619280086,"060",0,0,"Target"
404,2,0.94,0,0.94,0.302504347519153,0,0.302504347519153,0.446854246476713,0,0.446854246476713,"045",0,0,"Target"
405,2,0.52,0,0.52,0.565295615616161,0,0.565295615616161,0.50012959799798,0,0.50012959799798,"050",0,0,"Target"
406,1,0.91,0,0.91,0.44020959635021,0,0.44020959635021,0.404597870239233,0,0.404597870239233,"040",0,0,"Not Target"
407,1,0.62,0,0.62,0.398331731603022,0,0.398331731603022,0.381525304550393,0,0.381525304550393,"038",0,0,"Not Target"
408,1,0.06,0,0.06,0.426065500037776,0,0.426065500037776,0.401364272683552,0,0.401364272683552,"040",0,0,"Not Target"
409,1,0.42,0,0.42,0.508966157210149,0,0.508966157210149,0.4231924948541,0,0.4231924948541,"042",0,0,"Not Target"
410,1,0.9,0,0.9,0.596787808744542,0,0.596787808744542,0.54444176430175,0,0.54444176430175,"054",0,0,"Not Target"
411,1,0.74,0,0.74,0.397319403652309,0,0.397319403652309,0.444755119008905,0,0.444755119008905,"044",0,0,"Not Target"
412,1,0.21,0,0.21,0.412728385659325,0,0.412728385659325,0.428646651363425,0,0.428646651363425,"043",0,0,"Not Target"
413,2,0.36,0,0.36,0.502534375524277,0,0.502534375524277,0.5136681073327,0,0.5136681073327,"051",0,0,"Target"
414,1,0.51,0,0.51,0.400418512965507,0,0.400418512965507,0.345570072077999,0,0.345570072077999,"035",0,0,"Not Target"
415,2,0.75,0,0.75,0.470553768019423,0,0.470553768019423,0.490775024077787,0,0.490775024077787,"049",0,0,"Target"
416,1,0.15,0,0.15,0.513387581505849,0,0.513387581505849,0.479258848295623,0,0.479258848295623,"048",0,0,"Not Target"
417,2,0.94,0,0.94,0.457188328197919,0,0.457188328197919,0.61364803426758,0,0.61364803426758,"061",0,0,"Target"
418,2,0.89,0,0.89,0.578846393615954,0,0.578846393615954,0.534879123899667,0,0.534879123899667,"053",0,0,"Target"
419,1,0.63,0,0.63,0.491388695523934,0,0.491388695523934,0.632485418323617,0,0.632485418323617,"063",0,0,"Not Target"
420,2,0.85,0,0.85,0.454341097349733,0,0.454341097349733,0.469127143012371,0,0.469127143012371,"047",0,0,"Target"
421,1,0.09,0,0.09,0.386611462943668,0,0.386611462943668,0.391489615755263,0,0.391489615755263,"039",0,0,"Not Target"
422,1,0.05,0,0.05,0.586176986904437,0,0.586176986904437,0.367047623016172,0,0.367047623016172,"037",0,0,"Not Target"
423,1,0.28,0,0.28,0.661558167300361,0,0.661558167300361,0.342942671503019,0,0.342942671503019,"034",0,0,"Not Target"
424,1,0.53,0,0.53,0.422123707527566,0,0.422123707527566,0.419749323713132,0,0.419749323713132,"042",0,0,"Not Target"
425,1,0.3,0,0.3,0.649819468822474,0,0.649819468822474,0.550811140480493,0,0.550811140480493,"055",0,0,"Not Target"
426,2,0.69,0,0.69,0.728367661396163,0,0.728367661396163,0.614236363770493,0,0.614236363770493,"061",0,0,"Target"
427,2,0.58,0,0.58,0.55136192389353,0,0.55136192389353,0.41072908857972,0,0.41072908857972,"041",0,0,"Target"
428,1,0.18,0,0.18,0.697397422408742,0,0.697397422408742,0.496632765698748,0,0.496632765698748,"050",0,0,"Not Target"
429,1,0.84,0,0.84,0.471203942598137,0,0.471203942598137,0.41527432837444,0,0.41527432837444,"042",0,0,"Not Target"
430,2,0.98,0,0.98,0.569976424011712,0,0.569976424011712,0.521602061969104,0,0.521602061969104,"052",0,0,"Target"
431,1,0.51,0,0.51,0.480831260884235,0,0.480831260884235,0.396055719306499,0,0.396055719306499,"040",0,0,"Not Target"
432,1,0.64,0,0.64,0.343197652375564,0,0.343197652375564,0.340207255985657,0,0.340207255985657,"034",0,0,"Not Target"
433,2,0.65,0,0.65,0.460055838463756,0,0.460055838463756,0.45219826199753,0,0.45219826199753,"045",0,0,"Target"
434,1,0.78,0,0.78,0.431983450152642,0,0.431983450152642,0.520815132716476,0,0.520815132716476,"052",0,0,"Not Target"
435,2,0.47,0,0.47,0.676983799359586,0,0.676983799359586,0.415956197754988,0,0.415956197754988,"042",0,0,"Target"
436,2,0.29,0,0.29,0.68017946343061,0,0.68017946343061,0.582954373844845,0,0.582954373844845,"058",0,0,"Target"
437,1,0.76,0,0.76,0.446168713465275,0,0.446168713465275,0.371291287436971,0,0.371291287436971,"037",0,0,"Not Target"
